,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
32,False,/zz219ZRGo0vVIzvKttjx5nXOc2N.jpg,"[18, 10749, 10402]",1020006,en,Priscilla,"When teenage Priscilla Beaulieu meets Elvis Presley at a party, the man who is already a meteoric rock-and-roll superstar becomes someone entirely unexpected in private moments: a thrilling crush, an ally in loneliness, a vulnerable best friend.",59.277,/kRGMnxFQodcKCDo1xK3bIAi4zfV.jpg,2023-10-27,Priscilla,False,6.949,588
33,False,/A99WMiz0ASpH9coOFrxSEuwTWx0.jpg,"[35, 18]",840430,en,The Holdovers,"A curmudgeonly instructor at a New England prep school is forced to remain on campus during Christmas break to babysit the handful of students with nowhere to go. Eventually, he forms an unlikely bond with one of them — a damaged, brainy troublemaker — and with the school’s head cook, who has just lost a son in Vietnam.",68.756,/VHSzNBTwxV8vh7wylo7O9CLdac.jpg,2023-10-27,The Holdovers,False,7.725,1240
34,False,/gl0jzn4BupSbL2qMVeqrjKkF9Js.jpg,"[12, 14, 16]",128,ja,もののけ姫,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.",62.589,/cMYCDADoLKLbB83g4WnJegaZimC.jpg,1997-07-12,Princess Mononoke,False,8.34,7703
35,False,/xQkotnzv12fm9FF29if1cBLsyU3.jpg,"[9648, 53, 28]",1001311,fr,Sous la seine,"In the Summer of 2024, Paris is hosting the World Triathlon Championships on the Seine for the first time. Sophia, a brilliant scientist, learns from Mika, a young environmental activist, that a large shark is swimming deep in the river. To avoid a bloodbath at the heart of the city, they have no choice but to join forces with Adil, the Seine river police commander.",53.494,/flX5OSC1NAKHqjLIZL5YcyxtSXh.jpg,2024-06-05,Under Paris,False,0.0,0
36,False,/rlr223U3upWLgcU1dKl3g7y36yE.jpg,"[14, 35]",1015634,en,Sasquatch Sunset,"In the misty forests of North America, a family of Sasquatches—possibly the last of their enigmatic kind—embark on an absurdist, epic, hilarious, and ultimately poignant journey over the course of one year. These shaggy and noble giants fight for survival as they find themselves on a collision course with the ever-changing world around them.",43.565,/uZNdH2zfws2BIy9ENtoFTFp0hPG.jpg,2024-04-12,Sasquatch Sunset,False,6.357,21
37,False,/7grv5ULlK9wMr2T1fkgr56HlbT.jpg,"[36, 18, 10752]",760774,en,One Life,"British stockbroker Nicholas Winton visits Czechoslovakia in the 1930s and forms plans to assist in the rescue of Jewish children before the onset of World War II, in an operation that came to be known as the Kindertransport.",72.395,/yvnIWt2j8VnDgwKJE2VMiFMa2Qo.jpg,2023-12-21,One Life,False,7.8,396
38,False,/9qBCO17J7XoUFBPck1JWLBS87s2.jpg,"[18, 10749]",964960,fr,La passion de Dodin Bouffant,"Set in 1889 France, Dodin Bouffant is a chef living with his personal cook and lover Eugénie. They share a long history of gastronomy and love but Eugénie refuses to marry Dodin, so the food lover decides to do something he has never done before: cook for her.",54.327,/mmMc875bREz7XXbmSDhfBqcCSBA.jpg,2023-11-08,The Taste of Things,False,7.1,133
39,False,/cqf3o3UrL7icGN0cTd1w7Fx0C38.jpg,"[80, 18]",1008409,en,The Bikeriders,"Kathy, a strong-willed member of the Vandals who's married to a wild, reckless bikerider named Benny, recounts the Vandals' evolution over the course of a decade, beginning as a local club of outsiders united by good times, rumbling bikes and respect for their strong, steady leader Johnny. As life in the Vandals gets more dangerous, and the club threatens to become a more sinister gang, Kathy, Benny and Johnny are forced to make choices about their loyalty to the club and to each other.",45.693,/9ocVEG3GMOrMGLWINf6RHS4rnJM.jpg,2024-06-19,The Bikeriders,False,0.0,0
40,False,/yPiCixZDLeBXF8xO4xpw8SJlaKn.jpg,"[18, 53]",628922,en,Asphalt City,"A young paramedic is paired with a seasoned partner on the night shift in New York revealing a city in crisis. Discovering the chaos firsthand, he is tested with the ethical ambiguity that can be the difference between life and death.",41.331,/lYXbekqKC3sMLOyb2r5KixkGny1.jpg,2024-03-28,Asphalt City,False,5.7,37
41,False,/aZ8dBIvpDFp9cp23MfBiY5mWfuy.jpg,[27],1072342,en,Night Swim,"Forced into early retirement by a degenerative illness, former baseball player Ray Waller moves into a new house with his wife and two children. He hopes that the backyard swimming pool will be fun for the kids and provide physical therapy for himself. However, a dark secret from the home's past soon unleashes a malevolent force that drags the family into the depths of inescapable terror.",51.372,/gSkfBGdxdialBMM7P02V4hcI6Ij.jpg,2024-01-03,Night Swim,False,5.69,422
42,False,/5uBC3rTqcknrdJduIdF0RZ7H4Rf.jpg,"[35, 18]",977262,en,Ezra,"Max Bernal is a stand-up comedian living with his father while struggling to co-parent his autistic son Ezra with his ex-wife. When forced to confront difficult decisions about their son's future, Max and Ezra embark on a cross-country road trip that has a transcendent impact on both their lives.",38.27,/uXSajviZLZhYUSNL41y1PJ9RisB.jpg,2024-05-30,Ezra,False,0.0,0
43,False,/qpTR24aPPk4zmuuww1QUqRZmnLA.jpg,"[28, 80, 53]",1209574,ms,Sheriff: Narko Integriti,"Sheriff, a police officer from the Integrity Department who is dedicated and insightful. He is paired with Nazri, a young and idealistic police officer from the Narcotics Department. Their mission is to bust a drug syndicate headed by the ruthless kingpin Tony. The kingpin is involved in the distribution of methamphetamine and many people have died at the hands of this Meth Killer.",35.923,/dmxd0pE0cOc1TaZTN3kwJKuJOTP.jpg,2024-04-18,Sheriff: Narko Integriti,False,8.0,4
44,False,/mKVHpoLi68ZL7FbrjBYkUhdUJT3.jpg,[35],852247,en,Problemista,"Alejandro is an aspiring toy designer from El Salvador, struggling to bring his unusual ideas to life in New York City. As time on his work visa runs out, a job assisting an erratic art-world outcast becomes his only hope to stay in the country and realize his dream.",40.587,/yiOuLdreveT8Pp5DQ2JQPy5Opu1.jpg,2024-03-01,Problemista,False,6.594,32
45,False,/sxgIHRBgmJgSt7jByEM1WUk2bJt.jpg,"[16, 18, 9648, 14]",942881,ja,かがみの孤城,"Shy outcast Kokoro has been avoiding school for weeks when she discovers a portal in her bedroom mirror. She reaches through and finds herself transported to an enchanting castle where she is joined by six other students. When a girl in a wolf mask explains that they have been invited to play a game, the teens must work together to uncover the mysterious connection that unites them. However, anyone who breaks the rules will be eaten by a wolf.",41.298,/cPV2etoFUkgQLWqKduWxXAeP4Oe.jpg,2022-12-23,Lonely Castle in the Mirror,False,6.9,48
46,False,/x9vF7htgRDYvohxpScKlRE5ZOqv.jpg,"[28, 80, 53]",923667,cn,九龍城寨．圍城,"Set in the 1980s, troubled youth Chan Lok-kwun accidentally enters the Walled City, discovers the order amidst its chaos, and learns important life lessons along the way. In the Walled City, he becomes close friends with Shin, Twelfth Master and AV. Under the leadership of Cyclone, they resist against the invasion of villain Mr. Big in a series of fierce battles. Together, they vow to protect the safe haven that is Kowloon Walled City.",37.893,/y3Z7Nj6K4R2DUEJ6ijyd9XoLt2u.jpg,2024-04-23,Twilight of the Warriors: Walled In,False,7.6,17
47,False,/bPbPrWWJGaLXQ5ESjcaIbMzVDg8.jpg,"[16, 80, 9648, 28]",1209217,ja,名探偵コナン 100万ドルの五稜星（みちしるべ）,"A message has arrived from Kid the Phantom Thief, that he will steal a Japanese sword belonging to wealthy Onoe Family in Hakodate, Hokkaido. Conan and Heiji Hattori, who happened to be in Hakodate, are on the case to capture Kid. Coincidentally the family lawyer of Onoe is found murdered in the warehouse district, apparently slaughtered by a Japanese sword. The suspect is an investor/arms dealer who is said to be after Onoe family’s hidden treasure. In the North among cherry blossoms, the exciting hunt for treasure begins!",41.763,/gjEYLp8hCcNajuAmfJPzR6bpCKv.jpg,2024-04-12,Case Closed: The Million-Dollar Pentagram,False,8.0,2
48,False,,"[28, 53]",1264800,hi,सावी,"Savi, a simple housewife, attempts a daring jailbreak to get her husband out of one of England's high-security prisons consisting of 400 inmates, 75 armed guards, and 60 surveillance cameras.",36.33,/at2WlBetPeVGJiCeuXWqKC1Z8eu.jpg,2024-05-31,Savi,False,0.0,0
49,False,/3Xk8Agkn05SIjX1dnj2l2Mohytd.jpg,[18],1103621,th,หลานม่า,"A man quits work to care for dying grandmother, motivated by her fortune. He schemes to win her favor before she passes.",39.455,/aAnTgKWZ8UdMQTc9EebMLkowqhm.jpg,2024-04-04,How to Make Millions Before Grandma Dies,False,8.3,10
50,False,/zNueX4mKKQlBqHRmeSziGCHmbiz.jpg,"[16, 28]",1263421,ja,範馬刃牙VSケンガンアシュラ,"It's the ultimate showdown. The toughest fighters from ""Baki Hanma"" and ""Kengan Ashura"" clash in this unprecedented, hard-hitting martial arts crossover.",38.713,/etbHJxil0wHvYOCmibzFLsMcl2C.jpg,2024-06-05,Baki Hanma VS Kengan Ashura,False,0.0,0
51,False,/H41DJiw7Q8xn6bWC75eyaavp9L.jpg,"[878, 12, 18, 27]",943134,fr,Le Règne animal,"In a world hit by a wave of mutations transforming humans into animals, François does everything he can to save his wife. As some of the creatures disappear into a nearby forest, he and their son Émile embark on a quest that will change their lives forever.",30.357,/39AiQnXlXOjoqBSkiUpTG80rXLw.jpg,2023-10-04,The Animal Kingdom,False,7.1,532
52,False,/938lqhAQaO3hmLg44VbUR7OqlMs.jpg,"[18, 16, 10749, 10752]",149870,ja,風立ちぬ,"A lifelong love of flight inspires Japanese aviation engineer Jiro Horikoshi, whose storied career includes the creation of the A-6M World War II fighter plane.",38.688,/jfwSexzlIzaOgxP9A8bTA6t8YYb.jpg,2013-07-20,The Wind Rises,False,7.785,2871
53,False,/cfN1DbwKLqqdM04oE7USRqyNdJy.jpg,"[18, 80]",916723,en,What Remains,"During the 1990s, at a Scandinavian psychiatric hospital, a man known as Mads Lake confessed to multiple murders and was convicted. However, the uneasy triumvirate of Mads, therapist Anna Rudebeck and policeman Soren Rank, all have a vested interest in unearthing the truth, and a deepening co-dependency threatens to consume them all.",32.611,/d5X3dTIMqUkFPUCcLw8k2onkZxn.jpg,2024-06-21,What Remains,False,0.0,0
54,False,/d5V5H0In2b0PtuvuakbJsULaDnL.jpg,[27],1226170,th,เทอม 3,"Dive into the chilling depths of fear with ‘Haunted Universities 3’, a spine-tingling cinematic experience that draws inspiration from the untold secrets of the top three urban legends. Unveiling a haunting omnibus of tales, this film is meticulously crafted to send shivers down your spine, evoke tears and ignite a symphony of screams blending both terror and excitement.",22.329,/wrgcEz7En3yqe2ZvNQV5zKR3uuI.jpg,2024-05-30,Haunted Universities 3,False,0.0,0
55,False,/qu27OPbaIO9OBj3zd4h9bdS6e58.jpg,"[10749, 18]",1188258,zh,青春18x2 君へと続く道,"A journey begins to trace the memory of a first love, transcending the time and borders between Japan and Taiwan over a period of 18 years.",27.039,/nt68WTFgtZdLBwpLBF2q7GFq5Fw.jpg,2024-03-14,18×2 Beyond Youthful Days,False,7.833,4
56,False,/rhFFbdRxSw25LvylJMbkOGljy2d.jpg,"[16, 18, 36]",734002,pl,Chłopi,"Peasant girl Jagna is forced to marry the much older, wealthy farmer Boryna, despite her love for his son Antek. With time, Jagna becomes the object of envy and disdain with the villagers and she must fight to preserve her independence.",35.465,/vxwdArOG3R5AUHdvmwE4e7MLc0z.jpg,2023-10-13,The Peasants,False,7.662,77
57,False,/bylJq7JEA87YqHMObZUnaP292T2.jpg,"[35, 80]",958006,en,The Kill Room,"A hitman, his boss, an art dealer and a money-laundering scheme that accidentally turns the assassin into an overnight avant-garde sensation, one that forces her to play the art world against the underworld.",40.141,/qKpdy7N6zX05eisopvvviiTwPxb.jpg,2023-09-14,The Kill Room,False,6.089,146
58,False,/iKfRYzAsexSxnwHJNCaUJAWqHkY.jpg,"[16, 35, 10402]",1211650,ja,パリピ孔明 Road to Summer Sonia,"The music industry becomes a battlefield when ancient strategist Kongming is transported from historical China to modern Japan. He'll use military tactics to turn his new friend Eiko into a music star, and together they'll take the party hotspot of Shibuya by storm!",27.63,/6syoC5OBieIpvfjHWyHN72nudM0.jpg,2024-03-01,Ya Boy Kongming! Road to Summer Sonia,False,7.0,1
59,False,/8gaCPLuqLOz07imLdiI46TNQRsU.jpg,"[27, 53]",1264429,id,Temurun,"As they try to come to terms with the loss they have experienced, will Dewi and Sena be able to face the mystery of the legacy passed down from their extended family?",18.548,/onWoi4BlMWgM6GIGSLBA8qQqTNM.jpg,2024-05-30,Temurun,False,3.0,1
60,False,/8rStn8Axrw8ZFX2yxaTEPRFk9HU.jpg,[18],1045205,de,Irgendwann werden wir uns alles erzählen,"An adaptation of Daniela Krien’s novel, this coming-of-age story set in the 1990s, amidst the last days of the GDR. The 17-year-old protagonist, Maria, lives on a farm with her boyfriend. One day, an older man moves into the neighbourhood. Maria and Henner start a love affair, which takes a tragic turn.",26.746,/2tcpYiiLFXsFqFWkEbINwzDAXKL.jpg,2023-04-13,Someday We'll Tell Each Other Everything,False,6.2,22
61,False,/yIOw17XdfsoCaydtrkzlZBCcHk6.jpg,"[16, 878, 28, 9648]",586810,fr,Mars Express,"In 2200, private detective Aline Ruby and her android partner Carlos Rivera are hired by a wealthy businessman to track down a notorious hacker. On Mars, they descend deep into the underbelly of the planet's capital city where they uncover a darker story of brain farms, corruption, and a missing girl who holds a secret about the robots that threatens to change the face of the universe.",28.584,/mpGbDJUsPdnoy4Xukz7S4tZRciN.jpg,2023-11-22,Mars Express,False,7.7,163
